section_id,road_number,road_name,road_start,road_end,section_order,province,district,commune,management,start_km,end_km,length,width,road_class,terrain,temperature,moisture,surface_type,condition_class,pavement_age,traffic_level,traffic_growth,lanes,road_type,roughness,structural_no,aadt_motorcyle,aadt_carsmall,aadt_carmedium,aadt_delivery,aadt_4wheel,aadt_smalltruck,aadt_mediumtruck,aadt_largetruck,aadt_articulatedtruck,aadt_smallbus,aadt_mediumbus,aadt_largebus,aadt_total
213TN00006-01,213,.Đường Xuõn Lẹ - giỏp Quế Phong (Nghệ An),Xuõn Lẹ,Quế Phong (Nghệ An),1,Thanh Hoa,TN,,3,0,6.5,6.5,3,6,3,1,4,3,3,10,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TN00007-01,213,.Đường TT Vạn Xuõn - Xuõn Lẹ,Xó Vạn Xuõn ,Xuõn Lẹ,1,Thanh Hoa,TN,,3,0,7,7,3,6,3,1,4,3,3,10,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TN0000-01,213,Từ Lương Sơn đến làng Mon (Ngọc Lặc),"Thôn Lương Thiên, xã Lương Sơn",làng Mon Ngọc Lặc,1,Thanh Hoa,TN,,3,0,6,6,3,6,3,1,4,3,3,10,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TN0000-01,213,Đường Xuân Thắng - Yên Cát (Như Xuân),Xuân Thắng,Yên Cát (Như Xuân),1,Thanh Hoa,TN,,3,0,7.5,7.5,3,6,3,1,4,3,3,10,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TN00010-01,213,.Đường TT Xuõn Chinh - Xuõn Lộc,Trung tõm xó Xuõn Chinh,Xuõn Lộc,1,Thanh Hoa,TN,,3,0,1,1,3,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
213TN00011-01,213,.Xuõn cao - Luận khờ - Luận Thành,Xuõn Cao,Luận Thành,1,Thanh Hoa,TN,,3,0,7.7,7.7,3,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
213TN00013-01,213,.Từ thôn én xã Xuân Thắng -  thôn Pà Cầu xã Xuân Lộc,Xuõn Thắng,Xuõn Lộc,1,Thanh Hoa,TN,,3,0,6.3,6.3,3,6,3,1,4,3,3,10,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TN00015-01,213,Xuân Lẹ - Xuân Chinh,Xuân Lẹ,Xuân Chinh,1,Thanh Hoa,TN,,3,0,3.7,3.7,3,6,3,1,4,3,3,10,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TS00002-01,213,Thọ Bình - Bình Sơn,ĐT514,Xã Bình Sơn,1,Thanh Hoa,TS,,3,0,8.28,8.28,3.5,6,2,1,4,3,2,1,3,4,1,1,4,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TS00003-01,213,Quốc lộ 47 - Bình Sơn,QL47,Xã Bình Sơn,1,Thanh Hoa,TS,,3,0,13.56,13.56,3,6,1,1,4,3,3,9,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TS00004-01,213,.Minh Dân - Đồng Lợi,Xã Minh Dân,Xã Đồng Lợi,1,Thanh Hoa,TS,,3,0,8.43,8.43,3,6,1,1,4,3,3,11,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213TS00008-01,213,.TL 506 - Xuân Thịnh,TL 506,Xã Xuân Thịnh,1,Thanh Hoa,TS,,3,0,4,4,3.5,6,1,1,4,3,4,11,6,4,1,1,12,4,1000,100,180,80,80,300,120,40,0,80,20,0,2000
213TS00009-01,213,.Hợp Tiến - Bồng Xa,Xã Hợp Tiến,Cầu Bồng Xa,1,Thanh Hoa,TS,,3,0,3.2,3.2,3.5,6,2,1,4,3,4,8,6,4,1,1,12,4,1000,100,180,80,80,300,120,40,0,80,20,0,2000
213TS00014-01,213,Thọ Phú - Thọ Tân,Xã Thọ Phú,Xã Thọ Tân,1,Thanh Hoa,TS,,3,0,7.1,7.1,3.5,6,1,1,4,3,3,7,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TS00016-01,213,.Thị Trấn - Thọ Bình,Thị trấn,Xã Thọ Bình,1,Thanh Hoa,TS,,3,0,14.23,14.23,3,6,1,1,4,3,4,10,2,4,1,1,12,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TS00020-01,213,Vân Sơn - Xuân Du,TL506,Xã Xuân Du,1,Thanh Hoa,TS,,3,0,4.12,4.12,3.5,6,1,1,4,3,3,10,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213TS00022-01,213,Dân Quyền - Đồng Thắng,Xã Dân Quyền,Xã Đồng Thắng,1,Thanh Hoa,TS,,3,0,12.11,12.11,3,6,1,1,4,1,3,10,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TS00023-01,213,.Nưa - Am Tiên,Nưa,Am Tiên,1,Thanh Hoa,TS,,3,0,8.64,8.64,3,6,1,1,4,1,3,10,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TT00001-01,213,DH.TT.1,"Giao voi D HCM, xa Thach Quang","xa Luong Noi, huyen Ba Thuoc",1,Thanh Hoa,TT,,3,0,17,17,3.5,6,3,1,4,4,3,9,3,4,1,2,11,0,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TT00002-01,213,DH.TT.2,"TL523, xa Thanh My",Thanh Yen,1,Thanh Hoa,TT,,3,0,16.7,16.7,3.5,7,3,1,4,4,3,8,3,5,1,2,11,0,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TT00003-01,213,Thành Tân - Thành Trực,Thành Tân (giao QL217B) ,Thành Trực,1,Thanh Hoa,TT,,3,0,6,6,3.5,5,3,1,4,3,3,8,5,3,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213TT00004-01,213,Thành Minh - Thành Van,QL 45 xa Thanh Van,Thành Minh (QL217B),1,Thanh Hoa,TT,,3,0,15,15,3.5,5,2,1,4,3,3,10,3,3,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TT00007-01,213,DH.TT.7,xa Ngoc Trao,xa Thanh Tam,1,Thanh Hoa,TT,,3,0,5,5,3.5,6,3,1,4,3,3,9,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213TT00008-01,213,DH.TT.8,"Tl516, xa Thach Binh","xa Cam Long, huyen Cam Thuy",1,Thanh Hoa,TT,,3,0,6,6,3.5,7,3,1,4,5,4,11,2,5,1,2,18,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TU00001-01,213,"Thieu Ly - Thieu Tam, giao voi duong 515",Thieu Ly,Thieu Tam,1,Thanh Hoa,TU,,3,0,6.5,6.5,3.5,6,3,1,4,3,3,9,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TU00003-01,213,Thieu Vu - Dinh Tang,Thieu Vu (đê sông Chu),Dinh Tang,1,Thanh Hoa,TU,,3,0,3.5,3.5,3.5,6,1,1,4,1,3,6,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TU00002-01,213,Thiệu Viên - Tâm - Hòa - Chính,ĐT515,ĐT515C,1,Thanh Hoa,TU,,3,0,8,8,3.5,6,1,1,4,1,3,6,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213TU00004-01,213,Thieu Long - Thieu Cong - Thieu Thanh - Thieu Tien,Thieu Long,Thieu Tien,1,Thanh Hoa,TU,,3,0,4.5,4.5,3.5,6,2,1,4,3,3,6,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213TU00005-01,213,Thị trấn Vạn Hà - Thieu Duy,QL45,Thieu Duy,1,Thanh Hoa,TU,,3,0,8,8,3.5,6,1,1,4,3,3,9,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TU00006-01,213,Thieu Giang - Thieu Quang,ĐT516C,Thieu Quang,1,Thanh Hoa,TU,,3,0,5,5,3.5,6,1,1,4,3,3,7,6,4,1,1,7,4,1000,100,180,80,80,300,120,40,0,80,20,0,2000
213TU00007-01,213,Thieu Khanh - Thieu Van - Thieu Giao,Thieu Khanh,Thiệu Giao,1,Thanh Hoa,TU,,3,0,2.08,2.08,3.5,6,2,1,4,3,3,6,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TU00008-01,213,Thieu Chau - Thieu Giao - Bôn,Thieu Chau,Đông Thanh,1,Thanh Hoa,TU,,3,0,6.5,6.5,3.5,6,2,1,4,3,3,6,2,4,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TX00002-01,213,Xuân Trường- Xuân Giang- Xuân Sơn,Giao cat TL 506,UBND xa Xuan Son,1,Thanh Hoa,TX,,3,0,5,5,3.5,5,1,1,4,3,3,7,5,3,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213TX00003-01,213,Xuan Thanh - Nam Giang,Cau Ke,giao cat TL 506,1,Thanh Hoa,TX,,3,0,4,4,3,7,1,1,4,4,3,10,2,5,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TX00004-01,213,Xuan Khanh - Xuan Phong,Xuan Khanh,Xuan Phong,1,Thanh Hoa,TX,,3,0,3.5,3.5,3,7,1,1,4,4,4,10,1,5,1,2,16,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
213TX00005-01,213,Xuan Tin - Quang Phu,Giao cat TL 506,Km10+00,1,Thanh Hoa,TX,,3,0,9,9,3,7,2,1,4,4,4,8,1,5,1,2,16,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
213TX00006-01,213,Xuân Lập - Tho Thang,de Song Chu,de song Cau Chay,1,Thanh Hoa,TX,,3,0,5,5,3,7,1,1,4,4,3,10,2,5,1,2,11,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213TX00007-01,213,Xuân Thiên-  Kiên Thọ ( Ngọc Lặc ),Xuân Thiên,Kiên Thọ,1,Thanh Hoa,TX,,3,0,3,3,3,6,2,1,4,3,3,10,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TX00008-01,213,Tho Lap - Xuan Chau,Km0+00,Km3+500,1,Thanh Hoa,TX,,3,0,5,5,3,7,2,1,4,4,3,10,3,5,1,2,11,0,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TX00011-01,213,Tho Dien - Xuan Hung,giao TL 506,Km8+500,1,Thanh Hoa,TX,,3,0,8.5,8.5,3,7,1,1,4,4,4,10,1,5,1,2,16,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
213TX00013-01,213,Xuan Minh - Xuan Lap,giao TL Hanh Phuc - Kieu,TL 506b,1,Thanh Hoa,TX,,3,0,4,4,3.5,6,1,1,4,3,4,7,6,4,1,1,12,4,1000,100,180,80,80,300,120,40,0,80,20,0,2000
213TX00014-01,213,TT Lam Son - Tho Xuong,Km0+00,Km4+00,1,Thanh Hoa,TX,,3,0,4,4,3,5,1,1,4,4,3,10,3,3,1,2,11,0,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213TX00018-01,213,Tho Nguyen - Bac Luong - Nam Giang,De song chu xa Tho Nguyen,Giao cat TL506 xa Bac Luong,1,Thanh Hoa,TX,,3,0,6,6,3.5,6,1,1,4,4,3,10,3,4,1,2,11,0,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00001-01,213,QL217 - TT xa Vinh Quang,QL217,TT xa Vinh Quang,1,Thanh Hoa,VL,,3,0,1.2,1.2,3.5,7,3,1,4,1,4,11,3,5,1,1,10,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00002-01,213,QL217 - TT xa Vinh Quang,QL217,TT xa Vinh Quang,1,Thanh Hoa,VL,,3,0,3.8,3.8,3.5,7,3,1,4,1,4,10,2,5,1,1,10,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213VL00003-01,213,Vinh Long - Thach Dong,QL217,xa Thach Dong,1,Thanh Hoa,VL,,3,0,5.12,5.12,3.5,6,3,1,4,3,4,8,3,4,1,1,12,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00004-01,213,QL217 - TT xa Vinh Yen,QL217,TT xa Vinh Yen,1,Thanh Hoa,VL,,3,0,4,4,3.5,7,1,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00004-02,213,QL217 - TT xa Vinh Yen,QL217,TT xa Vinh Yen,2,Thanh Hoa,VL,,3,4,6.473,2.473,3.5,7,1,1,4,1,3,7,5,5,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00006-01,213,QL 45 - TT xa Vinh Tien,QL45,TT xa Vinh Tien,1,Thanh Hoa,VL,,3,0,1,1,3.5,7,1,1,4,3,3,8,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00006-02,213,QL 45 - TT xa Vinh Tien,QL45,TT xa Vinh Tien,2,Thanh Hoa,VL,,3,1,1.5,0.5,3.5,7,3,1,4,1,3,8,5,5,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00007-01,213,QL 45 - TT xa Vinh Tien,QL45,TT xa Vinh Tien,1,Thanh Hoa,VL,,3,0,2,2,3,8,1,1,4,3,3,8,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00008-01,213,QL 45 - TT xa Vinh Phuc,QL45,TT xa Vinh Phuc,1,Thanh Hoa,VL,,3,0,2.7,2.7,3,8,1,1,4,1,4,11,5,5,1,1,10,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00009-01,213,Vinh Hung - Thanh Long,QL45,xa Thanh Long,1,Thanh Hoa,VL,,3,0,6,6,3.5,7,2,1,4,3,4,7,5,5,1,1,12,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00009-02,213,Vinh Hung - Thanh Long,QL45,xa Thanh Long,2,Thanh Hoa,VL,,3,6,10.82,4.82,3.5,7,2,1,4,1,3,7,5,5,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00010-01,213,QL 45 - TT xa Vinh Khang,QL45,TT xa Vinh Khang,1,Thanh Hoa,VL,,3,0,2.8,2.8,3,7,1,1,4,3,3,7,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00011-01,213,QL 45 - TT xa Vinh Khang,QL45,TT xa Vinh Khang,1,Thanh Hoa,VL,,3,0,2,2,3.5,6,1,1,4,4,4,11,1,4,1,2,16,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
213VL00012-01,213,"QL217 - thon Tan Phuc, xa Vinh Phuc",QL217,"thon Tan Phuc, xa Vinh Phuc",1,Thanh Hoa,VL,,3,0,5.14,5.14,3.5,7,3,1,4,3,3,11,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00013-01,213,QL217 - TT xa Vinh Hoa,QL217,TT xa Vinh Hoa,1,Thanh Hoa,VL,,3,0,2.5,2.5,3.5,8,3,1,4,3,3,9,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213VL00014-01,213,QL217 - TT xa Vinh Tan,QL217,TT xa Vinh Tan,1,Thanh Hoa,VL,,3,0,2,2,3,8,1,1,4,1,3,7,2,5,1,1,7,1.5,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213VL00015-01,213,QL217 - TT xa Vinh Minh,QL217,TT xa Vinh Minh,1,Thanh Hoa,VL,,3,0,1.2,1.2,3,8,1,1,4,3,4,10,5,5,1,1,12,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00015-02,213,QL217 - TT xa Vinh Minh,QL217,TT xa Vinh Minh,2,Thanh Hoa,VL,,3,1.2,1.5,0.3,3,8,1,1,4,1,3,11,5,5,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00016-01,213,QL217 - TT xa Vinh Thinh,QL217,TT xa Vinh Thinh,1,Thanh Hoa,VL,,3,0,4.4,4.4,3,5,3,1,4,3,3,11,5,3,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00017-01,213,QL217 - TT xa Vinh Hung,QL217,TT xa Vinh Hung,1,Thanh Hoa,VL,,3,0,3.6,3.6,3.5,6,1,1,4,3,4,9,6,4,1,1,12,4,1000,100,180,80,80,300,120,40,0,80,20,0,2000
213VL00017-02,213,QL217 - TT xa Vinh Hung,QL217,TT xa Vinh Hung,2,Thanh Hoa,VL,,3,3.6,4.1,0.5,3.5,6,3,1,4,1,3,7,5,4,1,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213VL00018-01,213,Vinh Minh - Vinh An,Vinh Minh,Vinh An,1,Thanh Hoa,VL,,3,0,0.4,0.4,3.5,8,2,1,4,1,3,10,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00018-02,213,Vinh Minh - Vinh An,Vinh Minh,Vinh An,2,Thanh Hoa,VL,,3,0.4,1.8,1.4,3.5,8,2,1,4,3,4,11,3,5,1,1,12,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00019-01,213,Yen Hoanh - Vinh Hoa,Cau Yen Hoanh,"thon Giang Dong, xa Vinh Hoa",1,Thanh Hoa,VL,,3,0,4,4,3.5,5,1,1,4,3,3,10,3,3,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213VL00020-01,213,QL217 - TT xa Vinh An,QL217 tai Km11+850,TT xa Vinh An,1,Thanh Hoa,VL,,3,0,4.1,4.1,3.5,6,1,1,4,3,4,10,3,4,1,1,12,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00001-01,213,Định Bình - Định Liên,Định Bình,Định Liên,1,Thanh Hoa,YD,,3,0,4.65,4.65,7,4,1,1,4,3,3,2,5,2,3,1,7,3,375,37.5,67.5,30,30,112.5,45,15,0,30,7.5,0,750
213YD00003-01,213,Định Hòa - Định Tiến,Định Hòa,Định Tiến,1,Thanh Hoa,YD,,3,0,3.95,3.95,3.5,8,1,1,4,3,3,5,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00004-01,213,Dinh Hung - Dinh Hai,Định Hưng,Định Hải,1,Thanh Hoa,YD,,3,0,1.7,1.7,3.5,7,1,1,4,3,3,10,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00005-01,213,Yen Tam - Yen Giang,TL518 (Yen Tam),Yen Giang,1,Thanh Hoa,YD,,3,0,2.5,2.5,3.5,7,2,1,4,3,3,9,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00006-01,213,Yen Tam - TT Thong Nhat,TL 518 (Yen Tam),TT Thong Nhat,1,Thanh Hoa,YD,,3,0,3.3,3.3,3.5,6,1,1,4,3,3,10,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00007-01,213,Yen Bai - Yen Phu,TL Yen Bai - Cau Vang (Yen Phu),Yen Phu,1,Thanh Hoa,YD,,3,0,1.6,1.6,3.5,7,1,1,4,3,3,10,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00008-01,213,SVĐ Quan Lao - Dinh Tang,QL45 (TT Quan Lao),Dinh Tang,1,Thanh Hoa,YD,,3,0,3.2,3.2,3.5,7,1,1,4,3,3,9,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00012-01,213,Yen Truong - Yen Trung - Yen Tho,Yen Truong,Yen Trung,1,Thanh Hoa,YD,,3,0,5.8,5.8,3.5,7,1,1,4,3,3,10,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD000-01,213,Đường nối QL47B với TL518B (đường vào khu di tích Bác Hồ),Yen Truong,Yen Truong,1,Thanh Hoa,YD,,3,0,1.78,1.78,5,6,1,1,4,3,2,2,3,4,2,1,4,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00014-01,213,"Đường làng Mố, Yên Thọ đi Quý Lộc",Yên Thọ,Quý Lộc,1,Thanh Hoa,YD,,3,0,3.83,3.83,3.5,6,1,1,4,3,4,5,3,4,1,1,12,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00015-01,213,Yên Trường - Yên Hùng,Yên Trường,Yên Hùng,1,Thanh Hoa,YD,,3,0,2.2,2.2,3.5,7,1,1,4,3,3,6,3,5,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00016-01,213,Yên Thái - Yên Ninh,Yên Thái,Yên Ninh,1,Thanh Hoa,YD,,3,0,3.5,3.5,3.5,6,1,1,4,3,3,3,3,4,1,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00017-01,213,Đường TT Thống Nhất - Yên Giang,TT Thống Nhất,Yên Giang,1,Thanh Hoa,YD,,3,0,8.74,8.74,5.5,5,1,1,4,3,3,4,3,3,2,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00018-01,213,Đường TT Thống Nhất - Yên Lâm,TT Thống Nhất,Yên Lâm,1,Thanh Hoa,YD,,3,0,5.3,5.3,5.5,5,1,1,4,3,3,3,3,3,2,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00019-01,213,"Đường Yên Lâm đi Cao Thịnh, Ngọc Lặc",Yên Lâm,Cao Thịnh,1,Thanh Hoa,YD,,3,0,3.2,3.2,5.5,5,1,1,4,3,2,2,3,3,2,1,4,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00020-01,213,Đường Quý Lộc - Yên Lâm,Quý Lộc,Yên Lâm,1,Thanh Hoa,YD,,3,0,3,3,5.5,5,1,1,4,1,3,4,3,3,2,1,7,1.5,113.75,5.25,12.25,3.5,3.5,22.75,7,1.75,0,3.5,1.75,0,175
213YD00021-01,213,Đường từ Cầu Trắng Yên Tâm đi Yên Lâm,Yên Tâm,Yên Lâm,1,Thanh Hoa,YD,,3,0,5,5,5.5,5,1,1,4,4,4,5,2,3,2,2,16,0,56.25,1.5,3.75,0.75,0.75,9,2.25,0,0,0.75,0,0,75
213YD00022-01,213,Đường QL.45 đi Định Tăng,QL.45,Định Tăng,1,Thanh Hoa,YD,,3,0,4.17,4.17,7,4,1,1,4,2,2,1,7,2,3,1,3,5,2000,200,360,160,160,600,240,80,0,160,40,0,4000
213YD00023-01,213,Tuyến tránh QL45 vào Cụm CN phía Tây Bắc thị trấn Quán Lào,Định Bình,Định Liên,1,Thanh Hoa,YD,,3,0,6.2,6.2,15,4,1,1,4,2,2,1,7,2,5,1,3,5,2000,200,360,160,160,600,240,80,0,160,40,0,4000
214BT00001-01,214,Xã Kỳ Tân.Đường Bo Hiềng - Bo Thượng ,Bo Hiềng,Bo Thượng,1,Thanh Hoa,BT,,4,0,4,4,3,6,3,1,4,4,3,10,1,4,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214BT00002-01,214,Xã Kỳ Tân.Đường QL 217 - Buốc Bo,"Km5, QL217",Buốc Bo,1,Thanh Hoa,BT,,4,0,3.2,3.2,3,8,3,1,4,5,3,10,1,5,1,2,13,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214BT00003-01,214,Xã Kỳ Tân.Đường QL217 - Thôn Pặt,QL217,Thôn pặt,1,Thanh Hoa,BT,,4,0,4,4,3,8,3,1,4,5,4,10,1,5,1,2,18,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214BT0000-01,214,Xã Kỳ Tân.Đường QL 217 - Buốc Bo,"Km7, QL217",Buốc Bo,1,Thanh Hoa,Buốc Bo,,4,0,2.7,2.7,3,8,3,1,4,5,3,10,1,5,1,2,13,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214BT00004-01,214,Xã Văn Nho.Đường Poọng - Chiềng Ban,Poọng,Chiềng Ban,1,Thanh Hoa,BT,,4,0,2.36,2.36,3,8,3,1,4,4,3,10,1,5,1,2,11,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214BT00005-01,214,Xã Văn Nho.Đường kệnh - Pi xó,Kệnh,Pi xó,1,Thanh Hoa,BT,,4,0,4.32,4.32,3,8,3,1,4,5,3,10,1,5,1,2,13,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214BT0000-01,214,Xã Văn Nho.Đường vào Cha Kỷ,Thôn Chiềng Pháng,"Cha Kỷ,",1,Thanh Hoa,BT,,4,0,0.5,0.5,3,8,3,1,4,5,3,10,1,5,1,2,13,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
214BT0000-01,214,Xã Văn Nho.Đường vào thôn Lè,Thôn Kịnh,Thôn Lè,1,Thanh Hoa,BT,,4,0,1,1,3,8,3,1,4,5,3,10,1,5,1,2,13,0,18.75,0.5,1.25,0.25,0.25,3,0.75,0,0,0.25,0,0,25
